"","features","rank_in_american","rank_in_british","difference"
"6428","p.s",4114,NA,NA
"6429","pa",1715,2097,382
"6430","pace",5763,7174,1411
"6431","pacific",6363,6996,633
"6432","pacino",164,NA,NA
"6433","pack",6257,6719,462
"6434","package",8440,7617,823
"6435","packages",2971,3200,229
"6436","packed",4371,5820,1449
"6437","pact",2302,4244,1942
"6438","page",9731,8969,762
"6439","pages",9230,7559,1671
"6440","paid",9173,9449,276
"6441","pain",7775,7571,204
"6442","painful",4840,4535,305
"6443","pains",658,1819,1161
"6444","paint",5503,7093,1590
"6445","painted",6214,6710,496
"6446","painter",5015,4307,708
"6447","painters",1619,2896,1277
"6448","painting",7720,7975,255
"6449","paintings",7752,7689,63
"6450","paints",1904,1197,707
"6451","pair",7522,7695,173
"6452","paired",161,NA,NA
"6453","pairs",3320,5089,1769
"6454","país",94,NA,NA
"6455","pakistan",7908,6059,1849
"6456","pakistan's",2924,NA,NA
"6457","pakistani",5301,NA,NA
"6458","pal",1929,NA,NA
"6459","palace",3031,8302,5271
"6460","pale",4706,4930,224
"6461","palestine",1582,3655,2073
"6462","palestinian",8200,5278,2922
"6463","palestinians",6900,3236,3664
"6464","palm",175,1820,1645
"6465","pamela",980,NA,NA
"6466","pan",3011,5956,2945
"6467","pandering",4199,NA,NA
"6468","panel",6840,7364,524
"6469","panels",507,4197,3690
"6470","panic",6245,4314,1931
"6471","pans",844,NA,NA
"6472","pantheon",871,NA,NA
"6473","pants",6069,NA,NA
"6474","paper",9828,9342,486
"6475","paper's",7262,NA,NA
"6476","paperback",377,NA,NA
"6477","papers",9786,8255,1531
"6478","par",1249,4229,2980
"6479","parade",4508,4021,487
"6480","paradise",4567,2710,1857
"6481","paradox",3644,684,2960
"6482","paragraph",8033,6359,1674
"6483","paragraphs",4020,2073,1947
"6484","parallel",2999,6490,3491
"6485","parallels",1801,NA,NA
"6486","paramount",3595,1582,2013
"6487","paranoia",3688,NA,NA
"6488","paranoid",5547,NA,NA
"6489","parcells",2102,NA,NA
"6490","pardon",3101,NA,NA
"6491","parent",5903,7295,1392
"6492","parental",4125,4692,567
"6493","parents",9454,9419,35
"6494","paris",8653,8562,91
"6495","park",8301,9244,943
"6496","parker",3454,4105,651
"6497","parking",4822,5227,405
"6498","parks",5864,4806,1058
"6499","parliament",6948,9266,2318
"6500","parliamentary",3703,8345,4642
"6501","parochial",1072,NA,NA
"6502","parody",5785,NA,NA
"6503","parole",1305,NA,NA
"6504","part",9779,9872,93
"6505","partial",4171,5029,858
"6506","partially",2098,4029,1931
"6507","participants",7617,6602,1015
"6508","participate",5613,5871,258
"6509","participated",2152,573,1579
"6510","participating",2545,3688,1143
"6511","participation",4580,7233,2653
"6512","particular",9123,9730,607
"6513","particularly",9036,9619,583
"6514","parties",8818,9466,648
"6515","partisan",6990,NA,NA
"6516","partisanship",1548,NA,NA
"6517","partly",7725,8281,556
"6518","partner",7335,8058,723
"6519","partners",6581,7774,1193
"6520","partnership",5317,7708,2391
"6521","parts",8396,9138,742
"6522","party",9752,9852,100
"6523","party's",6891,6804,87
"6524","pass",8754,8425,329
"6525","passage",7627,7492,135
"6526","passages",5236,3790,1446
"6527","passed",8742,8825,83
"6528","passenger",2969,5970,3001
"6529","passengers",5771,6757,986
"6530","passes",5944,5743,201
"6531","passing",7584,7654,70
"6532","passion",6268,5738,530
"6533","passionate",4328,2389,1939
"6534","passive",3165,4594,1429
"6535","past",9672,9594,78
"6536","pat",8529,5635,2894
"6537","patch",2802,3706,904
"6538","path",6669,7770,1101
"6539","pathetic",4725,NA,NA
"6540","patience",1773,2716,943
"6541","patient",6966,7748,782
"6542","patients",8467,8456,11
"6543","patricia",4809,NA,NA
"6544","patrick",6521,6036,485
"6545","patriotic",2864,1686,1178
"6546","patrol",1149,3288,2139
"6547","pattern",6266,8824,2558
"6548","patterns",5090,8322,3232
"6549","paul",9211,9015,196
"6550","paula",8358,101,8257
"6551","pause",3979,2131,1848
"6552","pay",9640,9616,24
"6553","payback",1322,NA,NA
"6554","paying",8530,7731,799
"6555","payment",4791,8617,3826
"6556","payments",6921,8334,1413
"6557","payoff",2841,NA,NA
"6558","payroll",3468,NA,NA
"6559","pays",6862,5025,1837
"6560","pbs",6495,NA,NA
"6561","pbs's",5412,NA,NA
"6562","pc",5486,5542,56
"6563","pcs",2526,NA,NA
"6564","peace",9494,8989,505
"6565","peaceful",4119,5465,1346
"6566","peacekeeping",5657,NA,NA
"6567","peak",3775,6852,3077
"6568","peanut",1890,NA,NA
"6569","peanuts",3221,NA,NA
"6570","pearl",2415,837,1578
"6571","peasants",120,5390,5270
"6572","peculiar",5417,3479,1938
"6573","peddling",709,NA,NA
"6574","peer",939,2012,1073
"6575","peers",3852,3263,589
"6576","pegged",2540,NA,NA
"6577","pen",4170,4341,171
"6578","penalties",799,4881,4082
"6579","penalty",7420,7316,104
"6580","penchant",2727,NA,NA
"6581","pending",2725,3538,813
"6582","penis",4852,NA,NA
"6583","penn",3890,NA,NA
"6584","pennsylvania",4636,NA,NA
"6585","penny",379,4640,4261
"6586","pension",2034,8132,6098
"6587","pentagon",8037,NA,NA
"6588","pentagon's",413,NA,NA
"6589","people",9937,9925,12
"6590","people's",7867,8408,541
"6591","peoples",134,5352,5218
"6592","pepper",2177,4161,1984
"6593","per",9022,9885,863
"6594","perceive",1896,1871,25
"6595","perceived",5040,6760,1720
"6596","percent",9877,295,9582
"6597","percentage",7728,6816,912
"6598","perception",5644,5830,186
"6599","perennial",16,NA,NA
"6600","perfect",8692,8046,646
"6601","perfection",374,162,212
"6602","perfectly",7843,6998,845
"6603","perform",6377,7074,697
"6604","performance",9076,9337,261
"6605","performances",6597,6120,477
"6606","performed",6578,7086,508
"6607","performers",1856,2324,468
"6608","performing",4352,5183,831
"6609","perhaps",9669,9646,23
"6610","peril",1055,NA,NA
"6611","period",8707,9719,1012
"6612","periods",1683,7740,6057
"6613","perjury",7424,NA,NA
"6614","permanent",6880,8033,1153
"6615","permanently",2221,3874,1653
"6616","permission",5043,7217,2174
"6617","permit",4034,5391,1357
"6618","permits",2001,2213,212
"6619","permitted",4122,6502,2380
"6620","perot",4521,NA,NA
"6621","perpetual",1184,NA,NA
"6622","persecution",2373,NA,NA
"6623","persian",2817,2021,796
"6624","persist",845,NA,NA
"6625","persistent",2227,3842,1615
"6626","person",9515,9625,110
"6627","person's",4804,4483,321
"6628","persona",2823,NA,NA
"6629","personal",9544,9515,29
"6630","personalities",2344,2094,250
"6631","personality",7347,6927,420
"6632","personally",7083,6210,873
"6633","personnel",5435,7542,2107
"6634","persons",3719,8013,4294
"6635","perspective",7139,7323,184
"6636","persuade",6029,6205,176
"6637","persuaded",4887,6049,1162
"6638","persuasive",3732,319,3413
"6639","perverse",2045,NA,NA
"6640","pessimistic",2579,NA,NA
"6641","pet",5461,3950,1511
"6642","pete",2789,1452,1337
"6643","peter",8688,9202,514
"6644","petition",57,5169,5112
"6645","petty",4220,2195,2025
"6646","phantom",3741,NA,NA
"6647","pharmaceutical",2455,NA,NA
"6648","phase",4925,7145,2220
"6649","phenomena",1646,3109,1463
"6650","phenomenon",7376,6001,1375
"6651","phil",5625,5477,148
"6652","philadelphia",5811,NA,NA
"6653","philip",6533,7172,639
"6654","philosopher",4629,NA,NA
"6655","philosophical",3410,3826,416
"6656","philosophy",7311,7260,51
"6657","phoenix",2635,NA,NA
"6658","phone",9398,7386,2012
"6659","phones",6275,NA,NA
"6660","phony",3211,NA,NA
"6661","photo",8047,3461,4586
"6662","photograph",6154,5729,425
"6663","photographed",1771,NA,NA
"6664","photographer",3588,4064,476
"6665","photographers",2485,1989,496
"6666","photographs",6833,7094,261
"6667","photography",4826,4704,122
"6668","photos",7384,2007,5377
"6669","phrase",8338,6978,1360
"6670","phrases",4825,4094,731
"6671","physical",8363,8846,483
"6672","physically",4664,5197,533
"6673","physicians",2271,NA,NA
"6674","physicist",409,NA,NA
"6675","physics",2044,4304,2260
"6676","piano",2916,5803,2887
"6677","picasso",5497,2532,2965
"6678","pick",8071,7405,666
"6679","picked",7530,7051,479
"6680","picking",5081,4260,821
"6681","picks",4420,NA,NA
"6682","picture",9245,8953,292
"6683","pictures",9117,8162,955
"6684","pie",3013,1408,1605
"6685","piece",9792,8666,1126
"6686","pieces",8403,7901,502
"6687","pig",3523,2490,1033
"6688","pigs",1054,2917,1863
"6689","pile",3662,3532,130
"6690","pill",4204,NA,NA
"6691","pills",3748,NA,NA
"6692","pilot",5855,7108,1253
"6693","pilots",5798,4211,1587
"6694","pin",2296,2588,292
"6695","pink",3713,5836,2123
"6696","pinochet",5643,NA,NA
"6697","pinsky",3004,NA,NA
"6698","pioneer",1561,1269,292
"6699","pipe",1461,4852,3391
"6700","pit",2797,4783,1986
"6701","pitch",5239,6971,1732
"6702","pitcher",1496,NA,NA
"6703","pitt",1826,NA,NA
"6704","pittsburgh",2820,NA,NA
"6705","pity",2906,2936,30
"6706","pizza",4254,NA,NA
"6707","pk",502,NA,NA
"6708","place",9678,9836,158
"6709","placed",6962,8779,1817
"6710","placement",2308,3233,925
"6711","places",8567,8912,345
"6712","placing",2022,5425,3403
"6713","plagiarism",1281,NA,NA
"6714","plague",2542,NA,NA
"6715","plagued",202,NA,NA
"6716","plain",7176,7312,136
"6717","plaintiffs",1579,3847,2268
"6718","plan",9538,9389,149
"6719","plane",8279,6333,1946
"6720","planes",6545,2587,3958
"6721","planet",7240,2908,4332
"6722","planned",7533,8366,833
"6723","planning",7781,9452,1671
"6724","plans",8983,9211,228
"6725","plant",7164,8621,1457
"6726","planted",158,4435,4277
"6727","plants",6406,8321,1915
"6728","plastic",6606,6846,240
"6729","plate",3499,6447,2948
"6730","plates",1036,4109,3073
"6731","platform",6216,6041,175
"6732","plath",891,NA,NA
"6733","plausible",6688,1015,5673
"6734","play",9508,9592,84
"6735","playboy",2722,NA,NA
"6736","played",9024,9235,211
"6737","player",7860,8531,671
"6738","players",8439,9106,667
"6739","playful",882,NA,NA
"6740","playing",8879,9069,190
"6741","plays",8671,7482,1189
"6742","playwright",3883,NA,NA
"6743","plea",4540,4605,65
"6744","pleaded",4156,2761,1395
"6745","pleading",824,NA,NA
"6746","pleasant",3929,5932,2003
"6747","please",9263,8737,526
"6748","pleased",5434,7150,1716
"6749","pleasure",7558,7277,281
"6750","pleasures",2032,NA,NA
"6751","pledge",4861,2225,2636
"6752","pledged",4136,3024,1112
"6753","pledges",1348,NA,NA
"6754","plenty",8017,7599,418
"6755","plight",1961,2168,207
"6756","plot",8450,5883,2567
"6757","plots",3612,50,3562
"6758","plotting",800,NA,NA
"6759","plugs",3347,NA,NA
"6760","plunge",2306,NA,NA
"6761","plus",8691,8650,41
"6762","pluses",1675,NA,NA
"6763","pm",4946,4869,77
"6764","pocket",4501,5116,615
"6765","pockets",3510,3703,193
"6766","poem",6237,6684,447
"6767","poems",5419,5525,106
"6768","poet",7365,6178,1187
"6769","poetic",2456,2591,135
"6770","poetry",7284,7044,240
"6771","poets",1053,3228,2175
"6772","point",9807,9768,39
"6773","pointed",8290,8020,270
"6774","pointing",6885,5253,1632
"6775","pointless",1276,NA,NA
"6776","points",9507,9395,112
"6777","poised",2434,510,1924
"6778","poison",3488,NA,NA
"6779","poisoned",610,NA,NA
"6780","poisoning",1465,NA,NA
"6781","poker",5550,NA,NA
"6782","pol",5388,NA,NA
"6783","poland",2522,6403,3881
"6784","police",9372,9754,382
"6785","policeman",934,4724,3790
"6786","policies",8556,9153,597
"6787","policy",9720,9762,42
"6788","polish",2385,6222,3837
"6789","polite",4470,1032,3438
"6790","politely",107,NA,NA
"6791","political",9854,9826,28
"6792","politically",8138,6093,2045
"6793","politician",7526,4078,3448
"6794","politicians",9001,7707,1294
"6795","politics",9599,8951,648
"6796","poll",8794,7360,1434
"6797","pollard",4285,NA,NA
"6798","polling",4916,1430,3486
"6799","pollitt",1900,NA,NA
"6800","pollock",2762,NA,NA
"6801","polls",8305,4840,3465
"6802","pollster",453,NA,NA
"6803","pollsters",1602,NA,NA
"6804","pollution",4472,7200,2728
"6805","pols",1099,NA,NA
"6806","pompous",309,NA,NA
"6807","pooh",2605,NA,NA
"6808","pool",6582,7782,1200
"6809","poor",9397,9240,157
"6810","poorer",2185,3105,920
"6811","poorly",5129,2654,2475
"6812","pop",8554,7410,1144
"6813","pope",7360,5713,1647
"6814","pope's",314,NA,NA
"6815","popular",9370,9291,79
"6816","popularity",7124,5335,1789
"6817","population",8579,9370,791
"6818","populations",455,3432,2977
"6819","populism",1790,NA,NA
"6820","populist",5098,NA,NA
"6821","pork",5014,NA,NA
"6822","porn",5426,NA,NA
"6823","pornography",4097,NA,NA
"6824","port",2890,7511,4621
"6825","portfolio",261,5851,5590
"6826","portion",4369,2520,1849
"6827","portrait",7031,5764,1267
"6828","portraits",3882,3094,788
"6829","portray",4534,NA,NA
"6830","portrayal",2449,NA,NA
"6831","portrayed",6184,1890,4294
"6832","portraying",2120,NA,NA
"6833","portrays",3112,NA,NA
"6834","pose",5842,3560,2282
"6835","posed",6292,4705,1587
"6836","poses",3120,1037,2083
"6837","posing",2849,NA,NA
"6838","position",9353,9653,300
"6839","positions",7687,7700,13
"6840","positive",7920,8653,733
"6841","positively",2563,4065,1502
"6842","possess",829,4583,3754
"6843","possession",4233,7488,3255
"6844","possibilities",5508,6427,919
"6845","possibility",8473,8543,70
"6846","possible",9525,9758,233
"6847","possibly",8269,8229,40
"6848","post",9874,9045,829
"6849","postal",5231,2310,2921
"6850","posted",9608,1320,8288
"6851","poster",1737,1930,193
"6852","posting",2912,NA,NA
"6853","postmodern",2740,NA,NA
"6854","posts",904,6553,5649
"6855","posture",680,NA,NA
"6856","postwar",4357,608,3749
"6857","pot",7242,5000,2242
"6858","potato",2076,1573,503
"6859","potent",3288,1030,2258
"6860","potential",8916,9158,242
"6861","potentially",5737,6454,717
"6862","potter",2646,NA,NA
"6863","pound",4158,7657,3499
"6864","pounds",5991,8708,2717
"6865","pour",823,3705,2882
"6866","poured",163,1850,1687
"6867","pouring",861,138,723
"6868","poverty",7845,7438,407
"6869","powell",6035,4049,1986
"6870","power",9712,9784,72
"6871","powerful",9032,8614,418
"6872","powers",8007,8841,834
"6873","pr",5695,3458,2237
"6874","practical",7027,8761,1734
"6875","practically",5137,3729,1408
"6876","practice",8773,9547,774
"6877","practiced",1761,NA,NA
"6878","practices",7157,8082,925
"6879","practicing",2138,NA,NA
"6880","pragmatic",27,2957,2930
"6881","prague",937,3926,2989
"6882","praise",8659,4766,3893
"6883","praised",6285,3087,3198
"6884","praises",5755,NA,NA
"6885","praising",3730,NA,NA
"6886","pray",2808,NA,NA
"6887","prayer",5369,3843,1526
"6888","preceded",64,1860,1796
"6889","precedent",3707,3588,119
"6890","precious",4297,4715,418
"6891","precise",5499,6773,1274
"6892","precisely",8052,7082,970
"6893","precision",717,2910,2193
"6894","predecessor",3250,3248,2
"6895","predecessors",2337,2278,59
"6896","predict",6653,4022,2631
"6897","predictable",5821,3335,2486
"6898","predictably",3185,NA,NA
"6899","predicted",7412,5277,2135
"6900","predicting",4319,NA,NA
"6901","prediction",5555,977,4578
"6902","predictions",5306,1520,3786
"6903","predicts",7167,NA,NA
"6904","prefer",7818,7167,651
"6905","preferably",4334,1829,2505
"6906","preference",5331,6395,1064
"6907","preferences",5160,3555,1605
"6908","preferred",5110,6921,1811
"6909","prefers",2636,NA,NA
"6910","pregnancy",5087,4711,376
"6911","pregnant",6287,5663,624
"6912","prejudice",3803,4968,1165
"6913","prejudices",292,NA,NA
"6914","premature",1837,2445,608
"6915","premier",268,7290,7022
"6916","premiere",652,NA,NA
"6917","premise",6904,NA,NA
"6918","premium",5157,5779,622
"6919","premiums",3352,2090,1262
"6920","preoccupied",639,39,600
"6921","preparation",2161,7176,5015
"6922","prepare",4950,6994,2044
"6923","prepared",7590,9006,1416
"6924","preparing",4730,6544,1814
"6925","preposterous",3403,NA,NA
"6926","prescription",3752,520,3232
"6927","prescriptions",563,NA,NA
"6928","presence",7859,8270,411
"6929","present",8938,9642,704
"6930","presentation",3765,7077,3312
"6931","presented",7183,8868,1685
"6932","presenting",2115,4447,2332
"6933","presents",6330,6306,24
"6934","preserve",5296,5584,288
"6935","preserving",1464,1802,338
"6936","presided",837,NA,NA
"6937","presidency",8368,5110,3258
"6938","president",9916,9558,358
"6939","president's",8995,2768,6227
"6940","presidential",9572,6968,2604
"6941","presidents",7726,1812,5914
"6942","press",9785,9359,426
"6943","pressed",3798,5650,1852
"6944","pressing",4715,5239,524
"6945","pressure",8619,9130,511
"6946","pressured",1326,NA,NA
"6947","pressures",2972,6849,3877
"6948","prestige",3959,4241,282
"6949","prestigious",2656,2903,247
"6950","presumably",7830,6401,1429
"6951","presumed",1183,1087,96
"6952","pretend",4973,1398,3575
"6953","pretending",3272,NA,NA
"6954","pretentious",2788,NA,NA
"6955","pretty",9334,7844,1490
"6956","prevail",1027,NA,NA
"6957","prevailed",1028,332,696
"6958","prevailing",126,3656,3530
"6959","prevent",8583,8644,61
"6960","prevented",3360,5832,2472
"6961","preventing",2452,3748,1296
"6962","prevention",2780,5117,2337
"6963","prevents",1549,1210,339
"6964","preview",2886,NA,NA
"6965","previous",8904,9248,344
"6966","previously",8320,8493,173
"6967","prey",249,1443,1194
"6968","price",9424,9599,175
"6969","prices",9079,9227,148
"6970","pricing",2943,3943,1000
"6971","pride",6170,6410,240
"6972","priest",3889,4143,254
"6973","priests",1412,2684,1272
"6974","primakov",1899,NA,NA
"6975","primaries",3441,NA,NA
"6976","primarily",6272,7274,1002
"6977","primary",8646,9051,405
"6978","prime",9309,9438,129
"6979","primer",973,NA,NA
"6980","primitive",2366,4929,2563
"6981","prince",6987,8220,1233
"6982","princess",7546,7192,354
"6983","princeton",4966,NA,NA
"6984","principal",6329,8318,1989
"6985","principle",8504,8860,356
"6986","principled",2399,NA,NA
"6987","principles",7821,8484,663
"6988","print",8239,6655,1584
"6989","printed",6145,6914,769
"6990","printing",5237,5658,421
"6991","prints",3189,4254,1065
"6992","prior",6649,8130,1481
"6993","priorities",3448,6182,2734
"6994","priority",3145,7417,4272
"6995","prison",8451,8679,228
"6996","prisoner",4240,4785,545
"6997","prisoners",6306,7398,1092
"6998","prisons",944,3972,3028
"6999","privacy",7673,2883,4790
"7000","private",9542,9586,44
"7001","privately",4244,4116,128
"7002","privatization",4467,3569,898
"7003","privilege",7261,5050,2211
"7004","privileged",1454,3503,2049
"7005","privileges",1806,2349,543
"7006","prize",8076,7373,703
"7007","prize-winning",2292,NA,NA
"7008","prizes",1533,4458,2925
"7009","pro",6322,2880,3442
"7010","pro-choice",3164,NA,NA
"7011","pro-choicers",98,NA,NA
"7012","pro-life",3425,NA,NA
"7013","pro-lifers",495,NA,NA
"7014","probable",2454,3410,956
"7015","probably",9659,9512,147
"7016","probation",2671,2551,120
"7017","probe",4164,NA,NA
"7018","problem",9715,9687,28
"7019","problematic",1034,2563,1529
"7020","problems",9331,9725,394
"7021","procedure",6052,8086,2034
"7022","procedures",5243,8226,2983
"7023","proceed",2869,6089,3220
"7024","proceedings",5998,8284,2286
"7025","proceeds",2506,5273,2767
"7026","process",9385,9635,250
"7027","processing",35,6233,6198
"7028","proclaimed",3400,2269,1131
"7029","proclaims",86,NA,NA
"7030","produce",8362,9099,737
"7031","produced",8733,9275,542
"7032","producer",6369,6192,177
"7033","producers",6626,6257,369
"7034","produces",5274,6113,839
"7035","producing",5994,7590,1596
"7036","product",9066,9036,30
"7037","production",8539,9490,951
"7038","productive",3074,5118,2044
"7039","productivity",7210,6106,1104
"7040","products",8721,8961,240
"7041","profession",5585,7270,1685
"7042","professional",8316,9271,955
"7043","professionals",4279,6764,2485
"7044","professor",8744,8143,601
"7045","professors",5293,NA,NA
"7046","profile",8331,6040,2291
"7047","profiles",6992,NA,NA
"7048","profiling",1764,NA,NA
"7049","profit",7723,8498,775
"7050","profitable",5899,4946,953
"7051","profits",7964,8565,601
